cf95	10001	20001	2
cf95	20001	30001	0
cf96	1	10001	4
cf97	1	10001	2
cf97	10001	20001	1
cf98	1	10001	2
cf99	1	10001	2
cf99	10001	20001	0
cf99	20001	30001	1
cf100	1	10001	2
cf102	1	10001	4
cf102	10001	20001	0
cf103	1	10001	4
cf103	10001	20001	0
cf104	1	10001	4
cf104	10001	20001	0
cf105	1	10001	4
cf105	10001	20001	3
cf105	20001	30001	0
cf106	1	10001	3
cf106	10001	20001	0
cf107	1	10001	3
cf109	1	10001	4
cf109	10001	20001	1
cf112	1	10001	1
cf112	10001	20001	2
cf113	1	10001	1
cf115	1	10001	3
cf115	10001	20001	0
cf116	1	10001	3
cf116	10001	20001	0
cf118	1	10001	3
cf120	1	10001	2
cf123	1	10001	2
cf123	10001	20001	0
cf124	1	10001	1
cf125	1	10001	4
cf126	1	10001	1
cf127	1	10001	0
cf127	10001	20001	1
cf127	20001	30001	0
cf128	1	10001	2
cf128	10001	20001	0
cf130	1	10001	1
cf130	10001	20001	1
cf130	20001	30001	4
cf130	30001	40001	0
cf132	1	10001	3
cf132	10001	20001	1
cf133	1	10001	3
cf133	10001	20001	0
cf134	1	10001	2
cf135	1	10001	4
cf135	10001	20001	1
cf135	20001	30001	2
cf135	30001	40001	2
cf135	40001	50001	0
cf136	1	10001	1
cf136	10001	20001	4
cf136	20001	30001	1
cf138	1	10001	1
cf140	1	10001	2
cf140	10001	20001	3
cf140	20001	30001	2
cf141	1	10001	1
cf142	1	10001	4
cf142	10001	20001	1
cf144	1	10001	4
cf144	10001	20001	1
cf145	1	10001	1
cf145	10001	20001	1
cf146	1	10001	2
cf146	10001	20001	2
cf146	20001	30001	0
cf147	1	10001	4
cf147	10001	20001	0
cf147	20001	30001	1
cf147	30001	40001	0
cf148	1	10001	4
cf148	10001	20001	2
cf148	20001	30001	3
cf148	30001	40001	2
cf148	40001	50001	3
cf148	50001	60001	1
cf149	1	10001	1
cf150	1	10001	3
cf151	1	10001	3
cf151	10001	20001	2
cf152	1	10001	5
cf152	10001	20001	2
cf152	20001	30001	0
cf153	1	10001	1
cf154	1	10001	4
cf154	10001	20001	2
cf155	1	10001	3
cf155	10001	20001	0
cf157	1	10001	2
cf158	1	10001	1
cf159	1	10001	1
cf159	10001	20001	5
cf159	20001	30001	1
cf161	1	10001	2
cf163	1	10001	4
cf163	10001	20001	0
cf165	1	10001	4
cf165	10001	20001	0
cf166	1	10001	1
cf167	1	10001	1
cf168	1	10001	4
cf168	10001	20001	1
cf169	1	10001	1
cf169	10001	20001	4
cf169	20001	30001	0
cf172	1	10001	1
cf172	10001	20001	1
cf173	1	10001	1
cf173	10001	20001	0
cf174	1	10001	2
cf174	10001	20001	0
cf175	1	10001	1
cf176	1	10001	4
cf176	10001	20001	0
cf177	1	10001	2
cf177	10001	20001	2
cf179	1	10001	2
cf181	1	10001	0
cf181	10001	20001	1
cf182	1	10001	2
cf182	10001	20001	0
cf184	1	10001	2
cf185	1	10001	2
cf185	10001	20001	0
cf188	1	10001	2
cf188	10001	20001	3
cf188	20001	30001	0
cf190	1	10001	2
cf190	10001	20001	0
cf191	1	10001	4
cf191	10001	20001	0
cf192	1	10001	2
cf193	1	10001	2
cf193	10001	20001	1
cf194	1	10001	1
cf196	1	10001	1
cf197	1	10001	2
cf198	1	10001	2
cf199	1	10001	3
cf199	10001	20001	0
cf201	1	10001	3
cf201	10001	20001	1
cf203	1	10001	2
cf204	1	10001	2
cf204	10001	20001	0
cf206	1	10001	2
cf207	1	10001	2
cf208	1	10001	2
cf208	10001	20001	1
cf208	20001	30001	0
cf209	1	10001	1
cf211	1	10001	1
cf212	1	10001	2
cf213	1	10001	2
cf214	1	10001	2
cf215	1	10001	3
cf216	1	10001	5
cf216	10001	20001	1
cf216	20001	30001	5
cf216	30001	40001	3
cf216	40001	50001	2
cf217	1	10001	1
cf219	1	10001	4
cf219	10001	20001	0
cf220	1	10001	3
cf220	10001	20001	3
cf220	20001	30001	1
cf221	1	10001	2
cf222	1	10001	1
cf223	1	10001	1
cf224	1	10001	1
cf226	1	10001	5
cf227	1	10001	2
cf227	10001	20001	2
cf228	1	10001	1
cf229	1	10001	2
cf229	10001	20001	0
cf230	1	10001	2
cf230	10001	20001	3
cf230	20001	30001	0
cf232	1	10001	2
cf234	1	10001	1
cf235	1	10001	1
cf236	1	10001	2
cf236	10001	20001	4
cf236	20001	30001	3
cf236	30001	40001	1
cf237	1	10001	2
cf239	1	10001	1
cf239	10001	20001	0
cf240	1	10001	2
cf242	1	10001	4
cf242	10001	20001	0
cf243	1	10001	3
cf244	1	10001	2
cf246	1	10001	3
cf246	10001	20001	0
cf247	1	10001	2
cf247	10001	20001	1
cf248	1	10001	3
cf248	10001	20001	0
cf249	1	10001	3
cf250	1	10001	1
cf251	1	10001	3
cf251	10001	20001	1
cf252	1	10001	1
cf253	1	10001	3
cf254	1	10001	4
cf254	10001	20001	0
cf255	1	10001	1
cf255	10001	20001	1
cf255	20001	30001	1
cf256	1	10001	2
cf256	10001	20001	0
cf256	20001	30001	1
cf256	30001	40001	0
cf257	1	10001	3
cf257	10001	20001	3
cf257	20001	30001	0
cf259	1	10001	1
cf260	1	10001	1
cf262	1	10001	1
cf264	1	10001	1
cf265	1	10001	2
cf266	1	10001	1
cf267	1	10001	1
cf267	10001	20001	2
cf267	20001	30001	0
cf268	1	10001	3
cf269	1	10001	2
cf269	10001	20001	0
cf271	1	10001	1
cf273	1	10001	3
cf273	10001	20001	1
cf273	20001	30001	0
cf274	1	10001	1
cf275	1	10001	1
cf275	10001	20001	3
cf275	20001	30001	0
cf276	1	10001	3
cf276	10001	20001	0
cf277	1	10001	1
cf278	1	10001	3
cf278	10001	20001	3
cf278	20001	30001	1
cf279	1	10001	2
cf280	1	10001	1
cf281	1	10001	2
cf283	1	10001	1
cf284	1	10001	2
cf285	1	10001	3
cf286	1	10001	1
cf288	1	10001	1
cf289	1	10001	1
cf290	1	10001	1
cf291	1	10001	1
cf291	10001	20001	0
cf293	1	10001	2
cf293	10001	20001	2
cf294	1	10001	1
cf295	1	10001	1
cf297	1	10001	0
cf297	10001	20001	2
cf298	1	10001	5
cf298	10001	20001	1
cf300	1	10001	3
cf300	10001	20001	0
cf301	1	10001	1
cf302	1	10001	2
cf303	1	10001	2
cf303	10001	20001	2
cf304	1	10001	2
cf304	10001	20001	0
cf305	1	10001	1
cf306	1	10001	5
cf306	10001	20001	2
cf308	1	10001	3
cf309	1	10001	2
cf309	10001	20001	1
cf309	20001	30001	4
cf309	30001	40001	5
cf309	40001	50001	0
cf311	1	10001	2
cf312	1	10001	3
cf312	10001	20001	0
cf313	1	10001	2
cf313	10001	20001	1
cf313	20001	30001	0
cf313	30001	40001	2
cf313	40001	50001	0
cf314	1	10001	1
cf314	10001	20001	2
cf314	20001	30001	0
cf315	1	10001	1
cf315	10001	20001	1
cf316	1	10001	3
cf316	10001	20001	1
cf317	1	10001	3
cf317	10001	20001	0
cf318	1	10001	1
cf319	1	10001	1
cf320	1	10001	1
cf320	10001	20001	1
cf320	20001	30001	1
cf320	30001	40001	0
cf321	1	10001	1
cf322	1	10001	2
cf323	1	10001	3
cf323	10001	20001	1
cf324	1	10001	1
cf325	1	10001	2
cf325	10001	20001	1
cf326	1	10001	1
cf327	1	10001	1
cf327	10001	20001	0
cf328	1	10001	1
cf329	1	10001	5
cf329	10001	20001	0
cf330	1	10001	1
cf330	10001	20001	3
cf331	1	10001	1
cf332	1	10001	3
cf332	10001	20001	2
cf332	20001	30001	0
cf333	1	10001	2
cf334	1	10001	3
cf337	1	10001	2
cf337	10001	20001	1
cf337	20001	30001	1
cf338	1	10001	1
cf341	1	10001	2
cf342	1	10001	1
cf343	1	10001	2
cf344	1	10001	3
cf344	10001	20001	3
cf344	20001	30001	1
cf344	30001	40001	1
cf345	1	10001	1
cf346	1	10001	3
cf346	10001	20001	2
cf346	20001	30001	1
cf346	30001	40001	2
cf347	1	10001	1
cf348	1	10001	1
cf348	10001	20001	0
cf349	1	10001	2
cf349	10001	20001	0
cf350	1	10001	1
cf352	1	10001	1
cf353	1	10001	3
cf353	10001	20001	0
cf354	1	10001	1
cf355	1	10001	2
cf355	10001	20001	0
cf356	1	10001	2
cf357	1	10001	1
cf359	1	10001	2
cf360	1	10001	2
cf362	1	10001	2
cf362	10001	20001	1
cf363	1	10001	2
cf363	10001	20001	2
cf363	20001	30001	0
cf364	1	10001	3
cf364	10001	20001	0
cf365	1	10001	3
cf365	10001	20001	0
cf366	1	10001	3
cf366	10001	20001	0
cf367	1	10001	2
cf367	10001	20001	2
cf367	20001	30001	0
cf368	1	10001	1
cf369	1	10001	2
cf370	1	10001	1
cf371	1	10001	3
cf373	1	10001	2
cf373	10001	20001	0
cf375	1	10001	2
cf375	10001	20001	0
cf377	1	10001	1
cf379	1	10001	1
cf380	1	10001	2
cf381	1	10001	2
cf382	1	10001	2
cf382	10001	20001	0
cf384	1	10001	1
cf385	1	10001	2
cf386	1	10001	2
cf386	10001	20001	3
cf388	1	10001	3
cf388	10001	20001	0
cf389	1	10001	2
cf389	10001	20001	1
cf389	20001	30001	1
cf390	1	10001	1
cf391	1	10001	2
cf392	1	10001	2
cf393	1	10001	2
cf394	1	10001	2
cf395	1	10001	4
cf395	10001	20001	2
cf395	20001	30001	5
cf395	30001	40001	2
cf395	40001	50001	1
cf395	50001	60001	0
cf395	60001	70001	2
cf395	70001	80001	2
cf395	80001	90001	0
cf396	1	10001	1
cf396	10001	20001	1
cf397	1	10001	1
cf397	10001	20001	1
cf398	1	10001	2
cf400	1	10001	2
cf400	10001	20001	0
cf401	1	10001	1
cf402	1	10001	2
cf403	1	10001	1
cf403	10001	20001	0
cf404	1	10001	3
cf404	10001	20001	1
cf405	1	10001	3
cf405	10001	20001	1
cf405	20001	30001	1
cf405	30001	40001	0
cf407	1	10001	2
cf408	1	10001	4
cf409	1	10001	1
cf411	1	10001	2
cf411	10001	20001	4
cf411	20001	30001	0
cf412	1	10001	3
cf412	10001	20001	2
cf416	1	10001	2
cf416	10001	20001	0
cf418	1	10001	5
cf418	10001	20001	0
cf421	1	10001	1
cf424	1	10001	1
cf424	10001	20001	1
cf424	20001	30001	4
cf424	30001	40001	0
cf425	1	10001	1
cf425	10001	20001	2
cf425	20001	30001	2
cf425	30001	40001	3
cf425	40001	50001	2
cf425	50001	60001	2
cf425	60001	70001	4
cf425	70001	80001	2
cf425	80001	90001	0
cf426	1	10001	1
cf426	10001	20001	4
cf426	20001	30001	5
cf426	30001	40001	4
cf426	40001	50001	3
cf426	50001	60001	0
cf428	1	10001	4
cf428	10001	20001	3
cf428	20001	30001	0
cf429	1	10001	1
cf430	1	10001	1
cf430	10001	20001	2
cf430	20001	30001	2
cf430	30001	40001	0
cf431	1	10001	4
cf432	1	10001	1
cf432	10001	20001	1
cf432	20001	30001	4
cf432	30001	40001	0
cf432	40001	50001	1
cf432	50001	60001	3
cf433	1	10001	0
cf433	10001	20001	3
cf433	20001	30001	2
cf433	30001	40001	0
cf433	40001	50001	0
cf433	50001	60001	2
cf433	60001	70001	1
cf433	70001	80001	0
cf434	1	10001	2
cf434	10001	20001	1
cf434	20001	30001	2
cf434	30001	40001	1
cf434	40001	50001	3
cf434	50001	60001	1
cf434	60001	70001	2
cf434	70001	80001	0
cf435	1	10001	2
cf436	1	10001	2
cf437	1	10001	2
cf437	10001	20001	2
cf437	20001	30001	0
cf437	30001	40001	2
cf437	40001	50001	3
cf437	50001	60001	2
cf437	60001	70001	0
cf437	70001	80001	1
cf438	1	10001	4
cf438	10001	20001	0
cf440	1	10001	3
cf440	10001	20001	1
cf440	20001	30001	4
cf440	30001	40001	0
cf441	1	10001	1
cf441	10001	20001	1
cf442	1	10001	1
cf442	10001	20001	0
cf443	1	10001	1
cf443	10001	20001	0
cf444	1	10001	2
cf444	10001	20001	1
cf444	20001	30001	1
cf444	30001	40001	2
cf444	40001	50001	1
cf444	50001	60001	4
cf444	60001	70001	3
cf444	70001	80001	1
cf445	1	10001	3
cf445	10001	20001	1
cf445	20001	30001	3
cf445	30001	40001	2
cf445	40001	50001	2
cf445	50001	60001	2
cf445	60001	70001	3
cf445	70001	80001	2
cf445	80001	90001	2
cf445	90001	100001	2
cf445	100001	110001	2
cf445	110001	120001	0
cf446	1	10001	1
cf446	10001	20001	0
cf446	20001	30001	1
cf448	1	10001	3
cf448	10001	20001	1
cf448	20001	30001	2
cf448	30001	40001	1
cf448	40001	50001	0
cf450	1	10001	0
cf450	10001	20001	2
cf451	1	10001	2
cf451	10001	20001	1
cf452	1	10001	2
cf452	10001	20001	2
cf452	20001	30001	3
cf452	30001	40001	2
cf452	40001	50001	3
cf452	50001	60001	3
cf452	60001	70001	0
cf452	70001	80001	3
cf452	80001	90001	1
cf452	90001	100001	2
cf452	100001	110001	3
cf452	110001	120001	3
cf452	120001	130001	0
cf453	1	10001	4
cf453	10001	20001	1
cf453	20001	30001	2
cf453	30001	40001	3
cf453	40001	50001	2
cf453	50001	60001	1
cf454	1	10001	2
cf454	10001	20001	0
cf454	20001	30001	1
cf455	1	10001	1
cf457	1	10001	3
cf457	10001	20001	1
cf457	20001	30001	3
cf457	30001	40001	1
cf457	40001	50001	3
cf457	50001	60001	1
cf457	60001	70001	3
cf457	70001	80001	2
cf457	80001	90001	3
cf457	90001	100001	1
cf457	100001	110001	0
cf457	110001	120001	2
cf457	120001	130001	3
cf457	130001	140001	2
cf457	140001	150001	3
cf457	150001	160001	4
cf457	160001	170001	3
cf457	170001	180001	2
cf458	1	10001	0
cf458	10001	20001	1
cf458	20001	30001	1
cf458	30001	40001	0
cf459	1	10001	1
cf459	10001	20001	3
cf459	20001	30001	3
cf459	30001	40001	0
cf459	40001	50001	0
cf459	50001	60001	0
cf460	1	10001	3
cf460	10001	20001	3
cf460	20001	30001	0
cf461	1	10001	1
cf461	10001	20001	4
cf461	20001	30001	2
cf461	30001	40001	3
cf461	40001	50001	4
cf461	50001	60001	2
cf461	60001	70001	2
cf461	70001	80001	2
cf464	1	10001	2
cf464	10001	20001	2
cf467	1	10001	1
cf468	1	10001	3
cf468	10001	20001	3
cf468	20001	30001	2
cf470	1	10001	3
cf470	10001	20001	2
cf470	20001	30001	1
cf470	30001	40001	4
cf470	40001	50001	0
cf470	50001	60001	1
cf471	1	10001	1
cf471	10001	20001	1
cf471	20001	30001	1
cf472	1	10001	2
cf472	10001	20001	3
cf472	20001	30001	3
cf472	30001	40001	1
cf473	1	10001	2
cf473	10001	20001	1
cf473	20001	30001	1
cf473	30001	40001	2
cf473	40001	50001	0
cf474	1	10001	2
cf474	10001	20001	2
cf475	1	10001	2
cf475	10001	20001	2
cf475	20001	30001	0
cf476	1	10001	0
cf476	10001	20001	1
cf477	1	10001	2
cf477	10001	20001	1
cf477	20001	30001	0
cf477	30001	40001	0
cf477	40001	50001	0
cf477	50001	60001	2
cf477	60001	70001	3
cf477	70001	80001	1
cf477	80001	90001	4
cf477	90001	100001	1
cf477	100001	110001	1
cf477	110001	120001	3
cf477	120001	130001	0
cf477	130001	140001	1
cf477	140001	150001	1
cf477	150001	160001	0
cf481	1	10001	2
cf481	10001	20001	3
cf481	20001	30001	0
cf481	30001	40001	1
cf482	1	10001	3
cf482	10001	20001	2
cf482	20001	30001	1
cf482	30001	40001	0
cf483	1	10001	4
cf483	10001	20001	6
cf483	20001	30001	1
cf483	30001	40001	0
cf483	40001	50001	0
cf483	50001	60001	1
cf483	60001	70001	3
cf483	70001	80001	2
cf483	80001	90001	0
cf484	1	10001	1
cf485	1	10001	4
cf485	10001	20001	0
cf486	1	10001	4
cf486	10001	20001	2
cf486	20001	30001	1
cf486	30001	40001	2
cf486	40001	50001	1
cf486	50001	60001	2
cf486	60001	70001	0
cf487	1	10001	4
cf487	10001	20001	0
cf487	20001	30001	0
cf487	30001	40001	0
cf487	40001	50001	1
cf487	50001	60001	1
cf487	60001	70001	0
cf488	1	10001	5
cf488	10001	20001	2
cf488	20001	30001	4
cf488	30001	40001	1
cf488	40001	50001	0
cf489	1	10001	3
cf489	10001	20001	3
cf489	20001	30001	2
cf489	30001	40001	2
cf489	40001	50001	3
cf489	50001	60001	4
cf489	60001	70001	3
cf489	70001	80001	2
cf489	80001	90001	3
cf489	90001	100001	2
cf489	100001	110001	0
cf490	1	10001	2
cf490	10001	20001	0
cf490	20001	30001	0
cf491	1	10001	2
cf491	10001	20001	1
cf491	20001	30001	1
cf491	30001	40001	0
cf491	40001	50001	0
cf492	1	10001	0
cf492	10001	20001	1
cf492	20001	30001	2
cf492	30001	40001	2
cf492	40001	50001	0
cf493	1	10001	0
cf493	10001	20001	2
cf493	20001	30001	1
cf494	1	10001	2
cf494	10001	20001	1
cf494	20001	30001	2
cf494	30001	40001	1
cf494	40001	50001	0
cf494	50001	60001	2
cf494	60001	70001	2
cf494	70001	80001	0
cf495	1	10001	4
cf495	10001	20001	4
cf495	20001	30001	2
cf495	30001	40001	0
cf495	40001	50001	2
cf495	50001	60001	0
cf495	60001	70001	0
cf495	70001	80001	0
cf495	80001	90001	0
cf496	1	10001	3
cf496	10001	20001	1
cf496	20001	30001	2
cf496	30001	40001	2
cf496	40001	50001	3
cf496	50001	60001	3
cf496	60001	70001	0
cf496	70001	80001	1
cf497	1	10001	2
cf497	10001	20001	2
cf497	20001	30001	1
cf497	30001	40001	0
cf497	40001	50001	0
cf497	50001	60001	1
cf497	60001	70001	0
cf497	70001	80001	0
cf497	80001	90001	1
cf499	1	10001	2
cf499	10001	20001	0
cf499	20001	30001	1
cf499	30001	40001	1
cf499	40001	50001	3
cf499	50001	60001	0
cf500	1	10001	1
cf500	10001	20001	0
cf500	20001	30001	0
cf500	30001	40001	4
cf500	40001	50001	2
cf500	50001	60001	2
cf500	60001	70001	3
cf500	70001	80001	2
cf502	1	10001	2
cf502	10001	20001	0
cf503	1	10001	1
cf503	10001	20001	2
cf504	1	10001	0
cf504	10001	20001	0
cf504	20001	30001	1
cf505	1	10001	3
cf505	10001	20001	2
cf505	20001	30001	2
cf506	1	10001	4
cf506	10001	20001	0
cf506	20001	30001	3
cf507	1	10001	3
cf507	10001	20001	2
cf507	20001	30001	3
cf507	30001	40001	3
cf507	40001	50001	4
cf507	50001	60001	6
cf507	60001	70001	3
cf507	70001	80001	2
cf507	80001	90001	3
cf507	90001	100001	1
cf507	100001	110001	1
cf508	1	10001	1
cf508	10001	20001	1
cf510	1	10001	3
cf510	10001	20001	2
cf510	20001	30001	2
cf510	30001	40001	1
cf511	1	10001	2
cf511	10001	20001	1
cf511	20001	30001	1
cf511	30001	40001	0
cf512	1	10001	3
cf512	10001	20001	2
cf512	20001	30001	0
cf513	1	10001	2
cf513	10001	20001	1
cf513	20001	30001	3
cf513	30001	40001	2
cf513	40001	50001	2
cf513	50001	60001	0
cf514	1	10001	3
cf514	10001	20001	2
cf514	20001	30001	2
cf514	30001	40001	0
cf514	40001	50001	0
cf515	1	10001	2
cf515	10001	20001	0
cf516	1	10001	2
cf516	10001	20001	0
cf516	20001	30001	3
cf516	30001	40001	3
cf516	40001	50001	2
cf516	50001	60001	2
cf516	60001	70001	1
cf516	70001	80001	2
cf516	80001	90001	2
cf516	90001	100001	4
cf516	100001	110001	2
cf516	110001	120001	2
cf516	120001	130001	4
cf516	130001	140001	2
cf516	140001	150001	2
cf516	150001	160001	1
cf516	160001	170001	1
cf517	1	10001	2
cf517	10001	20001	2
cf517	20001	30001	3
cf517	30001	40001	1
cf517	40001	50001	2
cf517	50001	60001	1
cf517	60001	70001	3
cf517	70001	80001	3
cf517	80001	90001	4
cf517	90001	100001	1
cf517	100001	110001	0
cf517	110001	120001	0
cf517	120001	130001	0
cf518	1	10001	0
cf518	10001	20001	2
cf518	20001	30001	2
cf519	1	10001	1
cf519	10001	20001	2
cf519	20001	30001	2
cf519	30001	40001	4
cf519	40001	50001	0
cf520	1	10001	2
cf520	10001	20001	1
cf520	20001	30001	0
cf522	1	10001	2
cf522	10001	20001	1
cf522	20001	30001	0
cf523	1	10001	3
cf523	10001	20001	3
cf523	20001	30001	1
cf525	1	10001	4
cf525	10001	20001	1
cf525	20001	30001	3
cf525	30001	40001	1
cf525	40001	50001	0
cf527	1	10001	1
cf528	1	10001	0
cf528	10001	20001	1
cf528	20001	30001	0
cf530	1	10001	1
cf530	10001	20001	2
cf530	20001	30001	4
cf530	30001	40001	0
cf531	1	10001	2
cf531	10001	20001	0
cf531	20001	30001	0
cf532	1	10001	2
cf532	10001	20001	3
cf532	20001	30001	1
cf533	1	10001	4
cf533	10001	20001	1
cf533	20001	30001	1
cf533	30001	40001	3
cf533	40001	50001	0
cf534	1	10001	2
cf534	10001	20001	2
cf534	20001	30001	1
cf535	1	10001	3
cf535	10001	20001	1
cf535	20001	30001	0
cf535	30001	40001	3
cf535	40001	50001	2
cf535	50001	60001	1
cf535	60001	70001	0
cf536	1	10001	0
cf536	10001	20001	2
cf536	20001	30001	2
cf536	30001	40001	2
cf536	40001	50001	3
cf536	50001	60001	2
cf536	60001	70001	2
cf536	70001	80001	3
cf536	80001	90001	3
cf536	90001	100001	0
cf536	100001	110001	0
cf536	110001	120001	0
cf536	120001	130001	2
cf536	130001	140001	3
cf536	140001	150001	0
cf537	1	10001	1
cf537	10001	20001	1
cf537	20001	30001	0
cf537	30001	40001	2
cf537	40001	50001	0
cf538	1	10001	3
cf538	10001	20001	2
cf538	20001	30001	5
cf538	30001	40001	0
cf539	1	10001	1
cf539	10001	20001	3
cf539	20001	30001	5
cf539	30001	40001	4
cf539	40001	50001	4
cf539	50001	60001	1
cf539	60001	70001	2
cf539	70001	80001	4
cf539	80001	90001	2
cf539	90001	100001	1
cf539	100001	110001	2
cf539	110001	120001	6
cf539	120001	130001	3
cf539	130001	140001	0
cf540	1	10001	4
cf540	10001	20001	5
cf540	20001	30001	1
cf541	1	10001	4
cf541	10001	20001	2
cf541	20001	30001	1
cf542	1	10001	2
cf542	10001	20001	2
cf542	20001	30001	3
cf542	30001	40001	2
cf542	40001	50001	4
cf542	50001	60001	1
cf542	60001	70001	5
cf542	70001	80001	2
cf543	1	10001	3
cf543	10001	20001	2
cf543	20001	30001	3
cf543	30001	40001	0
cf544	1	10001	2
cf544	10001	20001	2
cf544	20001	30001	0
cf544	30001	40001	1
cf544	40001	50001	2
cf545	1	10001	3
cf545	10001	20001	2
cf545	20001	30001	2
cf545	30001	40001	2
cf545	40001	50001	0
cf546	1	10001	1
cf546	10001	20001	2
cf546	20001	30001	1
cf546	30001	40001	3
cf546	40001	50001	4
cf546	50001	60001	1
cf546	60001	70001	3
cf546	70001	80001	1
cf546	80001	90001	1
cf546	90001	100001	1
cf546	100001	110001	1
cf546	110001	120001	2
cf546	120001	130001	0
cf547	1	10001	3
cf548	1	10001	1
cf549	1	10001	4
cf550	1	10001	1
cf550	10001	20001	0
cf551	1	10001	1
cf551	10001	20001	0
cf551	20001	30001	0
cf551	30001	40001	0
cf551	40001	50001	1
cf551	50001	60001	2
cf551	60001	70001	0
cf552	1	10001	3
cf552	10001	20001	2
cf552	20001	30001	0
cf555	1	10001	1
cf555	10001	20001	2
cf555	20001	30001	0
cf556	1	10001	1
cf557	1	10001	2
cf557	10001	20001	2
cf559	1	10001	2
cf559	10001	20001	0
cf562	1	10001	2
cf562	10001	20001	0
cf563	1	10001	2
cf563	10001	20001	0
cf564	1	10001	2
cf564	10001	20001	2
cf564	20001	30001	2
cf564	30001	40001	0
cf564	40001	50001	2
cf564	50001	60001	0
cf567	1	10001	3
cf567	10001	20001	2
cf567	20001	30001	3
cf567	30001	40001	2
cf567	40001	50001	3
cf567	50001	60001	0
cf567	60001	70001	1
cf567	70001	80001	1
cf567	80001	90001	1
cf568	1	10001	0
cf568	10001	20001	0
cf568	20001	30001	1
cf568	30001	40001	4
cf568	40001	50001	1
cf568	50001	60001	2
cf570	1	10001	3
cf570	10001	20001	4
cf570	20001	30001	3
cf570	30001	40001	3
cf570	40001	50001	2
cf570	50001	60001	5
cf570	60001	70001	2
cf570	70001	80001	2
cf570	80001	90001	3
cf570	90001	100001	5
cf570	100001	110001	2
cf570	110001	120001	3
cf570	120001	130001	3
