"","term","description","gene","count","namespace"
"14643","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0035440.1",1,"molecular_function"
"14644","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0062720.1",1,"molecular_function"
"14645","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0005170.1",1,"molecular_function"
"14646","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0010650.1",1,"molecular_function"
"14647","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0016490.1",1,"molecular_function"
"14648","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0068960.1",1,"molecular_function"
"14649","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0090160.1",1,"molecular_function"
"14650","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0036000.1",1,"molecular_function"
"14651","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0022050.1",1,"molecular_function"
"14652","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0013660.1",1,"molecular_function"
"14653","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0018970.1",1,"molecular_function"
"14654","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0083590.1",1,"molecular_function"
"14655","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0004860.1",1,"molecular_function"
"14656","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0075340.1",1,"molecular_function"
"14657","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0032120.1",1,"molecular_function"
"14658","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0021670.2",1,"molecular_function"
"14659","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0077400.1",1,"molecular_function"
"14660","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0022210.1",1,"molecular_function"
"14661","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0039150.1",1,"molecular_function"
"14662","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0008190.1",1,"molecular_function"
"14663","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0025740.1",1,"molecular_function"
"14664","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0008390.1",1,"molecular_function"
"14665","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0097050.1",1,"molecular_function"
"14666","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0045020.1",1,"molecular_function"
"14667","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0043300.1",1,"molecular_function"
"14668","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0003640.1",1,"molecular_function"
"14669","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0044560.1",1,"molecular_function"
"14670","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0059540.2",1,"molecular_function"
"14671","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0072760.1",1,"molecular_function"
"14672","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0027680.1",1,"molecular_function"
"14673","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0016740.1",1,"molecular_function"
"14674","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0016410.1",1,"molecular_function"
"14675","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0095330.1",1,"molecular_function"
"14676","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0078460.1",1,"molecular_function"
"14677","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0016700.1",1,"molecular_function"
"14678","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0042420.1",1,"molecular_function"
"14679","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0035030.1",1,"molecular_function"
"14680","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0025290.1",1,"molecular_function"
"14681","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0028940.1",1,"molecular_function"
"14682","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0052260.1",1,"molecular_function"
"14683","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0061900.1",1,"molecular_function"
"14684","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0039920.1",1,"molecular_function"
"14685","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0095020.1",1,"molecular_function"
"14686","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0015720.2",1,"molecular_function"
"14687","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0038380.1",1,"molecular_function"
"14688","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0003270.1",1,"molecular_function"
"14689","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0056810.1",1,"molecular_function"
"14690","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0075190.1",1,"molecular_function"
"14691","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0050580.1",1,"molecular_function"
"14692","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0094580.1",1,"molecular_function"
"14693","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0007950.1",1,"molecular_function"
"14694","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0033780.1",1,"molecular_function"
"14695","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0090870.1",1,"molecular_function"
"14696","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0043530.1",1,"molecular_function"
"14697","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0015720.1",1,"molecular_function"
"14698","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0039790.1",1,"molecular_function"
"14699","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0049810.1",1,"molecular_function"
"14700","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0020840.1",1,"molecular_function"
"14701","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0085600.1",1,"molecular_function"
"14702","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0039430.1",1,"molecular_function"
"14703","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0053100.1",1,"molecular_function"
"14704","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0075550.2",1,"molecular_function"
"14705","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0023680.1",1,"molecular_function"
"14706","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0090880.1",1,"molecular_function"
"14707","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0001270.1",1,"molecular_function"
"14708","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0069240.1",1,"molecular_function"
"14709","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0003550.1",1,"molecular_function"
"14710","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0037120.1",1,"molecular_function"
"14711","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0094610.1",1,"molecular_function"
"14712","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0067120.1",1,"molecular_function"
"14713","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0058110.1",1,"molecular_function"
"14714","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0001820.1",1,"molecular_function"
"14715","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0014080.1",1,"molecular_function"
"14716","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0026470.1",1,"molecular_function"
"14717","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0079390.1",1,"molecular_function"
"14718","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0050330.1",1,"molecular_function"
"14719","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0074310.1",1,"molecular_function"
"14720","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0070980.1",1,"molecular_function"
"14721","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0101770.1",1,"molecular_function"
"14722","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0064020.1",1,"molecular_function"
"14723","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0027000.2",1,"molecular_function"
"14724","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0018310.1",1,"molecular_function"
"14725","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0095420.1",1,"molecular_function"
"14726","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0059540.1",1,"molecular_function"
"14727","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0035700.1",1,"molecular_function"
"14728","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0039950.1",1,"molecular_function"
"14729","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0044870.1",1,"molecular_function"
"14730","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0089900.1",1,"molecular_function"
"14731","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0059660.1",1,"molecular_function"
"14732","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0049260.1",1,"molecular_function"
"14733","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0072860.1",1,"molecular_function"
"14734","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0047450.1",1,"molecular_function"
"14735","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0095920.1",1,"molecular_function"
"14736","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0051580.1",1,"molecular_function"
"14737","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0064440.1",1,"molecular_function"
"14738","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0039440.1",1,"molecular_function"
"14739","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0009360.1",1,"molecular_function"
"14740","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0062860.1",1,"molecular_function"
"14741","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0075550.1",1,"molecular_function"
"14742","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0082670.1",1,"molecular_function"
"14743","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0020400.1",1,"molecular_function"
"14744","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0046470.1",1,"molecular_function"
"14745","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0078850.1",1,"molecular_function"
"14746","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0049580.1",1,"molecular_function"
"14747","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0085700.1",1,"molecular_function"
"14748","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0015400.1",1,"molecular_function"
"14749","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0076700.1",1,"molecular_function"
"14750","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0015720.3",1,"molecular_function"
"14751","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0078010.1",1,"molecular_function"
"14752","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0084400.1",1,"molecular_function"
"14753","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0042870.1",1,"molecular_function"
"14754","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0003010.1",1,"molecular_function"
"14755","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0054010.1",1,"molecular_function"
"14756","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0059360.1",1,"molecular_function"
"14757","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0008440.1",1,"molecular_function"
"14758","GO:0016772","transferase activity, transferring phosphorus-containing groups","CHAFR746836.1.1_0016030.1",1,"molecular_function"
"14759","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0056090.1",1,"molecular_function"
"14760","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0000130.1",1,"molecular_function"
"14761","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0029670.1",1,"molecular_function"
"14762","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0046580.1",1,"molecular_function"
"14763","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0071070.1",1,"molecular_function"
"14764","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0049260.1",1,"molecular_function"
"14765","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0063360.1",1,"molecular_function"
"14766","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0012220.1",1,"molecular_function"
"14767","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0022210.1",1,"molecular_function"
"14768","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0057970.1",1,"molecular_function"
"14769","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0036000.1",1,"molecular_function"
"14770","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0070230.1",1,"molecular_function"
"14771","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0021970.1",1,"molecular_function"
"14772","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0075520.1",1,"molecular_function"
"14773","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0035290.1",1,"molecular_function"
"14774","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0057990.1",1,"molecular_function"
"14775","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0022050.1",1,"molecular_function"
"14776","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0087090.1",1,"molecular_function"
"14777","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0060760.1",1,"molecular_function"
"14778","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0026920.1",1,"molecular_function"
"14779","GO:0016773","phosphotransferase activity, alcohol group as acceptor","CHAFR746836.1.1_0050070.1",1,"molecular_function"
"14780","GO:0016774","phosphotransferase activity, carboxyl group as acceptor","CHAFR746836.1.1_0019620.1",1,"molecular_function"
"14781","GO:0016776","phosphotransferase activity, phosphate group as acceptor","CHAFR746836.1.1_0015570.1",1,"molecular_function"
"14782","GO:0016776","phosphotransferase activity, phosphate group as acceptor","CHAFR746836.1.1_0018060.1",1,"molecular_function"
"14783","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0006270.1",1,"molecular_function"
"14784","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0006120.1",1,"molecular_function"
"14785","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0023000.1",1,"molecular_function"
"14786","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0061840.1",1,"molecular_function"
"14787","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0089000.1",1,"molecular_function"
"14788","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0048860.1",1,"molecular_function"
"14789","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0007890.1",1,"molecular_function"
"14790","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0071170.1",1,"molecular_function"
"14791","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0031660.1",1,"molecular_function"
"14792","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0003370.1",1,"molecular_function"
"14793","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0035020.1",1,"molecular_function"
"14794","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0073840.1",1,"molecular_function"
"14795","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0056780.1",1,"molecular_function"
"14796","GO:0016779","nucleotidyltransferase activity","CHAFR746836.1.1_0068190.1",1,"molecular_function"
"14797","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","CHAFR746836.1.1_0034270.1",1,"molecular_function"
"14798","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","CHAFR746836.1.1_0029070.1",1,"molecular_function"
"14799","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","CHAFR746836.1.1_0084250.1",1,"molecular_function"
"14800","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","CHAFR746836.1.1_0035070.1",1,"molecular_function"
"14801","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","CHAFR746836.1.1_0033760.1",1,"molecular_function"
"14802","GO:0016787","hydrolase activity","CHAFR746836.1.1_0008020.1",1,"molecular_function"
"14803","GO:0016787","hydrolase activity","CHAFR746836.1.1_0009980.1",1,"molecular_function"
"14804","GO:0016787","hydrolase activity","CHAFR746836.1.1_0082250.1",1,"molecular_function"
"14805","GO:0016787","hydrolase activity","CHAFR746836.1.1_0035750.1",1,"molecular_function"
"14806","GO:0016787","hydrolase activity","CHAFR746836.1.1_0004060.1",1,"molecular_function"
"14807","GO:0016787","hydrolase activity","CHAFR746836.1.1_0029210.1",1,"molecular_function"
"14808","GO:0016787","hydrolase activity","CHAFR746836.1.1_0036310.1",1,"molecular_function"
"14809","GO:0016787","hydrolase activity","CHAFR746836.1.1_0016970.1",1,"molecular_function"
"14810","GO:0016787","hydrolase activity","CHAFR746836.1.1_0084370.1",1,"molecular_function"
"14811","GO:0016787","hydrolase activity","CHAFR746836.1.1_0074370.1",1,"molecular_function"
"14812","GO:0016787","hydrolase activity","CHAFR746836.1.1_0022830.1",1,"molecular_function"
"14813","GO:0016787","hydrolase activity","CHAFR746836.1.1_0018160.1",1,"molecular_function"
"14814","GO:0016787","hydrolase activity","CHAFR746836.1.1_0000910.1",1,"molecular_function"
"14815","GO:0016787","hydrolase activity","CHAFR746836.1.1_0052200.1",1,"molecular_function"
"14816","GO:0016787","hydrolase activity","CHAFR746836.1.1_0031910.1",1,"molecular_function"
"14817","GO:0016787","hydrolase activity","CHAFR746836.1.1_0089790.1",1,"molecular_function"
"14818","GO:0016787","hydrolase activity","CHAFR746836.1.1_0053920.1",1,"molecular_function"
"14819","GO:0016787","hydrolase activity","CHAFR746836.1.1_0065100.1",1,"molecular_function"
"14820","GO:0016787","hydrolase activity","CHAFR746836.1.1_0002720.1",1,"molecular_function"
"14821","GO:0016787","hydrolase activity","CHAFR746836.1.1_0042990.1",1,"molecular_function"
"14822","GO:0016787","hydrolase activity","CHAFR746836.1.1_0004590.1",1,"molecular_function"
"14823","GO:0016787","hydrolase activity","CHAFR746836.1.1_0088780.1",1,"molecular_function"
"14824","GO:0016787","hydrolase activity","CHAFR746836.1.1_0003290.1",1,"molecular_function"
"14825","GO:0016787","hydrolase activity","CHAFR746836.1.1_0065210.2",1,"molecular_function"
"14826","GO:0016787","hydrolase activity","CHAFR746836.1.1_0056070.1",1,"molecular_function"
"14827","GO:0016787","hydrolase activity","CHAFR746836.1.1_0027960.1",1,"molecular_function"
"14828","GO:0016787","hydrolase activity","CHAFR746836.1.1_0065860.1",1,"molecular_function"
"14829","GO:0016787","hydrolase activity","CHAFR746836.1.1_0042790.1",1,"molecular_function"
"14830","GO:0016787","hydrolase activity","CHAFR746836.1.1_0097470.1",1,"molecular_function"
"14831","GO:0016787","hydrolase activity","CHAFR746836.1.1_0032420.1",1,"molecular_function"
"14832","GO:0016787","hydrolase activity","CHAFR746836.1.1_0046230.1",1,"molecular_function"
"14833","GO:0016787","hydrolase activity","CHAFR746836.1.1_0005140.1",1,"molecular_function"
"14834","GO:0016787","hydrolase activity","CHAFR746836.1.1_0095620.1",1,"molecular_function"
"14835","GO:0016787","hydrolase activity","CHAFR746836.1.1_0029700.1",1,"molecular_function"
"14836","GO:0016787","hydrolase activity","CHAFR746836.1.1_0079100.1",1,"molecular_function"
"14837","GO:0016787","hydrolase activity","CHAFR746836.1.1_0069250.1",1,"molecular_function"
"14838","GO:0016787","hydrolase activity","CHAFR746836.1.1_0039120.1",1,"molecular_function"
"14839","GO:0016787","hydrolase activity","CHAFR746836.1.1_0088120.1",1,"molecular_function"
"14840","GO:0016787","hydrolase activity","CHAFR746836.1.1_0025640.1",1,"molecular_function"
"14841","GO:0016787","hydrolase activity","CHAFR746836.1.1_0082340.1",1,"molecular_function"
"14842","GO:0016787","hydrolase activity","CHAFR746836.1.1_0090280.1",1,"molecular_function"
"14843","GO:0016787","hydrolase activity","CHAFR746836.1.1_0055930.1",1,"molecular_function"
"14844","GO:0016787","hydrolase activity","CHAFR746836.1.1_0035530.1",1,"molecular_function"
"14845","GO:0016787","hydrolase activity","CHAFR746836.1.1_0079320.1",1,"molecular_function"
"14846","GO:0016787","hydrolase activity","CHAFR746836.1.1_0084060.1",1,"molecular_function"
"14847","GO:0016787","hydrolase activity","CHAFR746836.1.1_0049560.1",1,"molecular_function"
"14848","GO:0016787","hydrolase activity","CHAFR746836.1.1_0009540.1",1,"molecular_function"
"14849","GO:0016787","hydrolase activity","CHAFR746836.1.1_0055490.1",1,"molecular_function"
"14850","GO:0016787","hydrolase activity","CHAFR746836.1.1_0095540.1",1,"molecular_function"
"14851","GO:0016787","hydrolase activity","CHAFR746836.1.1_0074510.1",1,"molecular_function"
"14852","GO:0016787","hydrolase activity","CHAFR746836.1.1_0072710.1",1,"molecular_function"
"14853","GO:0016787","hydrolase activity","CHAFR746836.1.1_0030720.1",1,"molecular_function"
"14854","GO:0016787","hydrolase activity","CHAFR746836.1.1_0095600.1",1,"molecular_function"
"14855","GO:0016787","hydrolase activity","CHAFR746836.1.1_0065560.1",1,"molecular_function"
"14856","GO:0016787","hydrolase activity","CHAFR746836.1.1_0076190.1",1,"molecular_function"
"14857","GO:0016787","hydrolase activity","CHAFR746836.1.1_0044650.1",1,"molecular_function"
"14858","GO:0016787","hydrolase activity","CHAFR746836.1.1_0007910.1",1,"molecular_function"
"14859","GO:0016787","hydrolase activity","CHAFR746836.1.1_0084220.1",1,"molecular_function"
"14860","GO:0016787","hydrolase activity","CHAFR746836.1.1_0081390.1",1,"molecular_function"
"14861","GO:0016787","hydrolase activity","CHAFR746836.1.1_0087210.1",1,"molecular_function"
"14862","GO:0016787","hydrolase activity","CHAFR746836.1.1_0055960.1",1,"molecular_function"
"14863","GO:0016787","hydrolase activity","CHAFR746836.1.1_0095030.1",1,"molecular_function"
"14864","GO:0016787","hydrolase activity","CHAFR746836.1.1_0075560.1",1,"molecular_function"
"14865","GO:0016787","hydrolase activity","CHAFR746836.1.1_0032360.1",1,"molecular_function"
"14866","GO:0016787","hydrolase activity","CHAFR746836.1.1_0034430.1",1,"molecular_function"
"14867","GO:0016787","hydrolase activity","CHAFR746836.1.1_0072990.1",1,"molecular_function"
"14868","GO:0016787","hydrolase activity","CHAFR746836.1.1_0057040.1",1,"molecular_function"
"14869","GO:0016787","hydrolase activity","CHAFR746836.1.1_0039030.1",1,"molecular_function"
"14870","GO:0016787","hydrolase activity","CHAFR746836.1.1_0085110.1",1,"molecular_function"
"14871","GO:0016787","hydrolase activity","CHAFR746836.1.1_0059120.1",1,"molecular_function"
"14872","GO:0016787","hydrolase activity","CHAFR746836.1.1_0095070.1",1,"molecular_function"
"14873","GO:0016787","hydrolase activity","CHAFR746836.1.1_0086430.1",1,"molecular_function"
"14874","GO:0016787","hydrolase activity","CHAFR746836.1.1_0041110.1",1,"molecular_function"
"14875","GO:0016787","hydrolase activity","CHAFR746836.1.1_0016310.1",1,"molecular_function"
"14876","GO:0016787","hydrolase activity","CHAFR746836.1.1_0086460.1",1,"molecular_function"
"14877","GO:0016787","hydrolase activity","CHAFR746836.1.1_0043080.1",1,"molecular_function"
"14878","GO:0016787","hydrolase activity","CHAFR746836.1.1_0072210.1",1,"molecular_function"
"14879","GO:0016787","hydrolase activity","CHAFR746836.1.1_0014240.1",1,"molecular_function"
"14880","GO:0016787","hydrolase activity","CHAFR746836.1.1_0010740.1",1,"molecular_function"
"14881","GO:0016787","hydrolase activity","CHAFR746836.1.1_0001650.1",1,"molecular_function"
"14882","GO:0016787","hydrolase activity","CHAFR746836.1.1_0033450.1",1,"molecular_function"
"14883","GO:0016787","hydrolase activity","CHAFR746836.1.1_0023260.1",1,"molecular_function"
"14884","GO:0016787","hydrolase activity","CHAFR746836.1.1_0080280.1",1,"molecular_function"
"14885","GO:0016787","hydrolase activity","CHAFR746836.1.1_0044580.1",1,"molecular_function"
"14886","GO:0016787","hydrolase activity","CHAFR746836.1.1_0003870.1",1,"molecular_function"
"14887","GO:0016787","hydrolase activity","CHAFR746836.1.1_0025190.1",1,"molecular_function"
"14888","GO:0016787","hydrolase activity","CHAFR746836.1.1_0097600.1",1,"molecular_function"
"14889","GO:0016787","hydrolase activity","CHAFR746836.1.1_0001620.1",1,"molecular_function"
"14890","GO:0016787","hydrolase activity","CHAFR746836.1.1_0021420.1",1,"molecular_function"
"14891","GO:0016787","hydrolase activity","CHAFR746836.1.1_0024830.1",1,"molecular_function"
"14892","GO:0016787","hydrolase activity","CHAFR746836.1.1_0044850.1",1,"molecular_function"
"14893","GO:0016787","hydrolase activity","CHAFR746836.1.1_0013970.1",1,"molecular_function"
"14894","GO:0016787","hydrolase activity","CHAFR746836.1.1_0007640.1",1,"molecular_function"
"14895","GO:0016787","hydrolase activity","CHAFR746836.1.1_0081750.1",1,"molecular_function"
"14896","GO:0016787","hydrolase activity","CHAFR746836.1.1_0088860.1",1,"molecular_function"
"14897","GO:0016787","hydrolase activity","CHAFR746836.1.1_0060120.1",1,"molecular_function"
"14898","GO:0016787","hydrolase activity","CHAFR746836.1.1_0083540.1",1,"molecular_function"
"14899","GO:0016787","hydrolase activity","CHAFR746836.1.1_0087490.1",1,"molecular_function"
"14900","GO:0016787","hydrolase activity","CHAFR746836.1.1_0011090.1",1,"molecular_function"
