"","term","description","gene","count","namespace"
"1","GO:0000002","mitochondrial genome maintenance","CHAFR746836.1.1_0032940.1",1,"biological_process"
"2","GO:0000011","vacuole inheritance","CHAFR746836.1.1_0002770.1",1,"biological_process"
"3","GO:0000015","phosphopyruvate hydratase complex","CHAFR746836.1.1_0074260.1",1,"cellular_component"
"4","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0093640.1",1,"molecular_function"
"5","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0034810.1",1,"molecular_function"
"6","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0044200.1",1,"molecular_function"
"7","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0054850.1",1,"molecular_function"
"8","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0002420.1",1,"molecular_function"
"9","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0000190.1",1,"molecular_function"
"10","GO:0000030","mannosyltransferase activity","CHAFR746836.1.1_0010220.1",1,"molecular_function"
"11","GO:0000042","protein targeting to Golgi","CHAFR746836.1.1_0062970.1",1,"biological_process"
"12","GO:0000042","protein targeting to Golgi","CHAFR746836.1.1_0071350.1",1,"biological_process"
"13","GO:0000045","autophagic vacuole assembly","CHAFR746836.1.1_0047400.1",1,"biological_process"
"14","GO:0000049","tRNA binding","CHAFR746836.1.1_0081670.1",1,"molecular_function"
"15","GO:0000049","tRNA binding","CHAFR746836.1.1_0046880.1",1,"molecular_function"
"16","GO:0000049","tRNA binding","CHAFR746836.1.1_0056050.1",1,"molecular_function"
"17","GO:0000049","tRNA binding","CHAFR746836.1.1_0077360.1",1,"molecular_function"
"18","GO:0000055","ribosomal large subunit export from nucleus","CHAFR746836.1.1_0048710.1",1,"biological_process"
"19","GO:0000062","fatty-acyl-CoA binding","CHAFR746836.1.1_0048320.1",1,"molecular_function"
"20","GO:0000062","fatty-acyl-CoA binding","CHAFR746836.1.1_0087970.1",1,"molecular_function"
"21","GO:0000075","cell cycle checkpoint","CHAFR746836.1.1_0081960.1",1,"biological_process"
"22","GO:0000077","DNA damage checkpoint","CHAFR746836.1.1_0050070.1",1,"biological_process"
"23","GO:0000077","DNA damage checkpoint","CHAFR746836.1.1_0084600.1",1,"biological_process"
"24","GO:0000077","DNA damage checkpoint","CHAFR746836.1.1_0081960.1",1,"biological_process"
"25","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0077990.1",1,"biological_process"
"26","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0054200.1",1,"biological_process"
"27","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0066670.1",1,"biological_process"
"28","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0087080.1",1,"biological_process"
"29","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0033630.1",1,"biological_process"
"30","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0059520.1",1,"biological_process"
"31","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0073680.1",1,"biological_process"
"32","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0047100.1",1,"biological_process"
"33","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0039900.1",1,"biological_process"
"34","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0002660.1",1,"biological_process"
"35","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0073150.1",1,"biological_process"
"36","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0041710.1",1,"biological_process"
"37","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","CHAFR746836.1.1_0016650.1",1,"biological_process"
"38","GO:0000087","M phase of mitotic cell cycle","CHAFR746836.1.1_0022740.1",1,"biological_process"
"39","GO:0000096","sulfur amino acid metabolic process","CHAFR746836.1.1_0047200.1",1,"biological_process"
"40","GO:0000103","sulfate assimilation","CHAFR746836.1.1_0047200.1",1,"biological_process"
"41","GO:0000103","sulfate assimilation","CHAFR746836.1.1_0033100.1",1,"biological_process"
"42","GO:0000104","succinate dehydrogenase activity","CHAFR746836.1.1_0055240.1",1,"molecular_function"
"43","GO:0000104","succinate dehydrogenase activity","CHAFR746836.1.1_0000610.1",1,"molecular_function"
"44","GO:0000104","succinate dehydrogenase activity","CHAFR746836.1.1_0017340.1",1,"molecular_function"
"45","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0077670.1",1,"biological_process"
"46","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0054690.1",1,"biological_process"
"47","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0070580.1",1,"biological_process"
"48","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0078310.1",1,"biological_process"
"49","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0000290.1",1,"biological_process"
"50","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0062760.1",1,"biological_process"
"51","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0100840.1",1,"biological_process"
"52","GO:0000105","histidine biosynthetic process","CHAFR746836.1.1_0100890.1",1,"biological_process"
"53","GO:0000107","imidazoleglycerol-phosphate synthase activity","CHAFR746836.1.1_0078310.1",1,"molecular_function"
"54","GO:0000123","histone acetyltransferase complex","CHAFR746836.1.1_0027740.1",1,"cellular_component"
"55","GO:0000124","SAGA complex","CHAFR746836.1.1_0044090.1",1,"cellular_component"
"56","GO:0000139","Golgi membrane","CHAFR746836.1.1_0088160.1",1,"cellular_component"
"57","GO:0000139","Golgi membrane","CHAFR746836.1.1_0013180.1",1,"cellular_component"
"58","GO:0000139","Golgi membrane","CHAFR746836.1.1_0068090.1",1,"cellular_component"
"59","GO:0000139","Golgi membrane","CHAFR746836.1.1_0044580.1",1,"cellular_component"
"60","GO:0000139","Golgi membrane","CHAFR746836.1.1_0002340.1",1,"cellular_component"
"61","GO:0000145","exocyst","CHAFR746836.1.1_0065060.1",1,"cellular_component"
"62","GO:0000145","exocyst","CHAFR746836.1.1_0036640.1",1,"cellular_component"
"63","GO:0000145","exocyst","CHAFR746836.1.1_0067590.1",1,"cellular_component"
"64","GO:0000145","exocyst","CHAFR746836.1.1_0023360.1",1,"cellular_component"
"65","GO:0000148","1,3-beta-D-glucan synthase complex","CHAFR746836.1.1_0071000.1",1,"cellular_component"
"66","GO:0000151","ubiquitin ligase complex","CHAFR746836.1.1_0082980.1",1,"cellular_component"
"67","GO:0000151","ubiquitin ligase complex","CHAFR746836.1.1_0010570.1",1,"cellular_component"
"68","GO:0000151","ubiquitin ligase complex","CHAFR746836.1.1_0067980.1",1,"cellular_component"
"69","GO:0000151","ubiquitin ligase complex","CHAFR746836.1.1_0099270.1",1,"cellular_component"
"70","GO:0000154","rRNA modification","CHAFR746836.1.1_0082460.1",1,"biological_process"
"71","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0050330.1",1,"molecular_function"
"72","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0042230.1",1,"molecular_function"
"73","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0032580.1",1,"molecular_function"
"74","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0028620.1",1,"molecular_function"
"75","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0061910.1",1,"molecular_function"
"76","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0056110.1",1,"molecular_function"
"77","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0047060.1",1,"molecular_function"
"78","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0070700.1",1,"molecular_function"
"79","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0083240.1",1,"molecular_function"
"80","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0035700.1",1,"molecular_function"
"81","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0056940.1",1,"molecular_function"
"82","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0078010.1",1,"molecular_function"
"83","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0049400.1",1,"molecular_function"
"84","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0049070.1",1,"molecular_function"
"85","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0018970.1",1,"molecular_function"
"86","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0035440.1",1,"molecular_function"
"87","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0001820.1",1,"molecular_function"
"88","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0013140.1",1,"molecular_function"
"89","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0089850.1",1,"molecular_function"
"90","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0061900.1",1,"molecular_function"
"91","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0085600.1",1,"molecular_function"
"92","GO:0000155","phosphorelay sensor kinase activity","CHAFR746836.1.1_0032120.1",1,"molecular_function"
"93","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0049070.1",1,"molecular_function"
"94","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0056110.1",1,"molecular_function"
"95","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0009640.1",1,"molecular_function"
"96","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0047060.1",1,"molecular_function"
"97","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0050330.1",1,"molecular_function"
"98","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0032580.1",1,"molecular_function"
"99","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0095450.1",1,"molecular_function"
"100","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0056940.1",1,"molecular_function"
"101","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0094580.1",1,"molecular_function"
"102","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0018970.1",1,"molecular_function"
"103","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0035700.1",1,"molecular_function"
"104","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0013140.1",1,"molecular_function"
"105","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0001820.1",1,"molecular_function"
"106","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0032120.1",1,"molecular_function"
"107","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0035440.1",1,"molecular_function"
"108","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0028620.1",1,"molecular_function"
"109","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0061910.1",1,"molecular_function"
"110","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0049400.1",1,"molecular_function"
"111","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0085600.1",1,"molecular_function"
"112","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0078010.1",1,"molecular_function"
"113","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0097110.1",1,"molecular_function"
"114","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0061900.1",1,"molecular_function"
"115","GO:0000156","phosphorelay response regulator activity","CHAFR746836.1.1_0015930.1",1,"molecular_function"
"116","GO:0000159","protein phosphatase type 2A complex","CHAFR746836.1.1_0086020.1",1,"cellular_component"
"117","GO:0000159","protein phosphatase type 2A complex","CHAFR746836.1.1_0067480.2",1,"cellular_component"
"118","GO:0000159","protein phosphatase type 2A complex","CHAFR746836.1.1_0067480.1",1,"cellular_component"
"119","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0035700.1",1,"biological_process"
"120","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0056940.1",1,"biological_process"
"121","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0056110.1",1,"biological_process"
"122","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0001820.1",1,"biological_process"
"123","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0097110.1",1,"biological_process"
"124","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0009640.1",1,"biological_process"
"125","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0061910.1",1,"biological_process"
"126","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0061900.1",1,"biological_process"
"127","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0047060.1",1,"biological_process"
"128","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0050330.1",1,"biological_process"
"129","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0032580.1",1,"biological_process"
"130","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0018970.1",1,"biological_process"
"131","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0042230.1",1,"biological_process"
"132","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0013140.1",1,"biological_process"
"133","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0078010.1",1,"biological_process"
"134","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0028620.1",1,"biological_process"
"135","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0095450.1",1,"biological_process"
"136","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0035440.1",1,"biological_process"
"137","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0089850.1",1,"biological_process"
"138","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0083240.1",1,"biological_process"
"139","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0049400.1",1,"biological_process"
"140","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0015930.1",1,"biological_process"
"141","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0094580.1",1,"biological_process"
"142","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0076020.1",1,"biological_process"
"143","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0085600.1",1,"biological_process"
"144","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0049070.1",1,"biological_process"
"145","GO:0000160","phosphorelay signal transduction system","CHAFR746836.1.1_0032120.1",1,"biological_process"
"146","GO:0000162","tryptophan biosynthetic process","CHAFR746836.1.1_0031810.1",1,"biological_process"
"147","GO:0000162","tryptophan biosynthetic process","CHAFR746836.1.1_0094480.1",1,"biological_process"
"148","GO:0000162","tryptophan biosynthetic process","CHAFR746836.1.1_0030770.1",1,"biological_process"
"149","GO:0000162","tryptophan biosynthetic process","CHAFR746836.1.1_0065840.1",1,"biological_process"
"150","GO:0000166","nucleotide binding","CHAFR746836.1.1_0088820.1",1,"molecular_function"
"151","GO:0000166","nucleotide binding","CHAFR746836.1.1_0082880.1",1,"molecular_function"
"152","GO:0000166","nucleotide binding","CHAFR746836.1.1_0085620.1",1,"molecular_function"
"153","GO:0000166","nucleotide binding","CHAFR746836.1.1_0031420.1",1,"molecular_function"
"154","GO:0000166","nucleotide binding","CHAFR746836.1.1_0084310.1",1,"molecular_function"
"155","GO:0000166","nucleotide binding","CHAFR746836.1.1_0085630.1",1,"molecular_function"
"156","GO:0000166","nucleotide binding","CHAFR746836.1.1_0075590.1",1,"molecular_function"
"157","GO:0000166","nucleotide binding","CHAFR746836.1.1_0018170.1",1,"molecular_function"
"158","GO:0000166","nucleotide binding","CHAFR746836.1.1_0010720.1",1,"molecular_function"
"159","GO:0000166","nucleotide binding","CHAFR746836.1.1_0048490.1",1,"molecular_function"
"160","GO:0000166","nucleotide binding","CHAFR746836.1.1_0081670.1",1,"molecular_function"
"161","GO:0000166","nucleotide binding","CHAFR746836.1.1_0085940.1",1,"molecular_function"
"162","GO:0000166","nucleotide binding","CHAFR746836.1.1_0098980.1",1,"molecular_function"
"163","GO:0000166","nucleotide binding","CHAFR746836.1.1_0044450.1",1,"molecular_function"
"164","GO:0000166","nucleotide binding","CHAFR746836.1.1_0086650.1",1,"molecular_function"
"165","GO:0000166","nucleotide binding","CHAFR746836.1.1_0062910.1",1,"molecular_function"
"166","GO:0000166","nucleotide binding","CHAFR746836.1.1_0027150.1",1,"molecular_function"
"167","GO:0000166","nucleotide binding","CHAFR746836.1.1_0054770.1",1,"molecular_function"
"168","GO:0000166","nucleotide binding","CHAFR746836.1.1_0015690.1",1,"molecular_function"
"169","GO:0000166","nucleotide binding","CHAFR746836.1.1_0041530.1",1,"molecular_function"
"170","GO:0000166","nucleotide binding","CHAFR746836.1.1_0076560.1",1,"molecular_function"
"171","GO:0000166","nucleotide binding","CHAFR746836.1.1_0085660.1",1,"molecular_function"
"172","GO:0000166","nucleotide binding","CHAFR746836.1.1_0017190.1",1,"molecular_function"
"173","GO:0000166","nucleotide binding","CHAFR746836.1.1_0082790.1",1,"molecular_function"
"174","GO:0000166","nucleotide binding","CHAFR746836.1.1_0022800.1",1,"molecular_function"
"175","GO:0000166","nucleotide binding","CHAFR746836.1.1_0084290.1",1,"molecular_function"
"176","GO:0000166","nucleotide binding","CHAFR746836.1.1_0065030.1",1,"molecular_function"
"177","GO:0000166","nucleotide binding","CHAFR746836.1.1_0058200.1",1,"molecular_function"
"178","GO:0000166","nucleotide binding","CHAFR746836.1.1_0048500.1",1,"molecular_function"
"179","GO:0000166","nucleotide binding","CHAFR746836.1.1_0099420.1",1,"molecular_function"
"180","GO:0000166","nucleotide binding","CHAFR746836.1.1_0031490.1",1,"molecular_function"
"181","GO:0000166","nucleotide binding","CHAFR746836.1.1_0067500.1",1,"molecular_function"
"182","GO:0000166","nucleotide binding","CHAFR746836.1.1_0048630.1",1,"molecular_function"
"183","GO:0000166","nucleotide binding","CHAFR746836.1.1_0004240.1",1,"molecular_function"
"184","GO:0000166","nucleotide binding","CHAFR746836.1.1_0006940.1",1,"molecular_function"
"185","GO:0000166","nucleotide binding","CHAFR746836.1.1_0088410.1",1,"molecular_function"
"186","GO:0000166","nucleotide binding","CHAFR746836.1.1_0038920.1",1,"molecular_function"
"187","GO:0000166","nucleotide binding","CHAFR746836.1.1_0077360.1",1,"molecular_function"
"188","GO:0000166","nucleotide binding","CHAFR746836.1.1_0041240.1",1,"molecular_function"
"189","GO:0000166","nucleotide binding","CHAFR746836.1.1_0047790.1",1,"molecular_function"
"190","GO:0000166","nucleotide binding","CHAFR746836.1.1_0022490.1",1,"molecular_function"
"191","GO:0000166","nucleotide binding","CHAFR746836.1.1_0059260.1",1,"molecular_function"
"192","GO:0000166","nucleotide binding","CHAFR746836.1.1_0066710.1",1,"molecular_function"
"193","GO:0000166","nucleotide binding","CHAFR746836.1.1_0028930.1",1,"molecular_function"
"194","GO:0000166","nucleotide binding","CHAFR746836.1.1_0091310.1",1,"molecular_function"
"195","GO:0000166","nucleotide binding","CHAFR746836.1.1_0074270.1",1,"molecular_function"
"196","GO:0000166","nucleotide binding","CHAFR746836.1.1_0027110.1",1,"molecular_function"
"197","GO:0000166","nucleotide binding","CHAFR746836.1.1_0009290.1",1,"molecular_function"
"198","GO:0000166","nucleotide binding","CHAFR746836.1.1_0000310.1",1,"molecular_function"
"199","GO:0000166","nucleotide binding","CHAFR746836.1.1_0055520.1",1,"molecular_function"
"200","GO:0000166","nucleotide binding","CHAFR746836.1.1_0052950.1",1,"molecular_function"
"201","GO:0000166","nucleotide binding","CHAFR746836.1.1_0078890.1",1,"molecular_function"
"202","GO:0000166","nucleotide binding","CHAFR746836.1.1_0007450.1",1,"molecular_function"
"203","GO:0000166","nucleotide binding","CHAFR746836.1.1_0076010.1",1,"molecular_function"
"204","GO:0000166","nucleotide binding","CHAFR746836.1.1_0063410.1",1,"molecular_function"
"205","GO:0000166","nucleotide binding","CHAFR746836.1.1_0088870.1",1,"molecular_function"
"206","GO:0000166","nucleotide binding","CHAFR746836.1.1_0083860.1",1,"molecular_function"
"207","GO:0000166","nucleotide binding","CHAFR746836.1.1_0009710.1",1,"molecular_function"
"208","GO:0000166","nucleotide binding","CHAFR746836.1.1_0018680.1",1,"molecular_function"
"209","GO:0000166","nucleotide binding","CHAFR746836.1.1_0072840.1",1,"molecular_function"
"210","GO:0000166","nucleotide binding","CHAFR746836.1.1_0088410.2",1,"molecular_function"
"211","GO:0000166","nucleotide binding","CHAFR746836.1.1_0055130.1",1,"molecular_function"
"212","GO:0000166","nucleotide binding","CHAFR746836.1.1_0003450.1",1,"molecular_function"
"213","GO:0000166","nucleotide binding","CHAFR746836.1.1_0082940.1",1,"molecular_function"
"214","GO:0000166","nucleotide binding","CHAFR746836.1.1_0014580.1",1,"molecular_function"
"215","GO:0000166","nucleotide binding","CHAFR746836.1.1_0064790.1",1,"molecular_function"
"216","GO:0000166","nucleotide binding","CHAFR746836.1.1_0091170.1",1,"molecular_function"
"217","GO:0000166","nucleotide binding","CHAFR746836.1.1_0048250.1",1,"molecular_function"
"218","GO:0000166","nucleotide binding","CHAFR746836.1.1_0062520.1",1,"molecular_function"
"219","GO:0000166","nucleotide binding","CHAFR746836.1.1_0009670.1",1,"molecular_function"
"220","GO:0000166","nucleotide binding","CHAFR746836.1.1_0033690.1",1,"molecular_function"
"221","GO:0000166","nucleotide binding","CHAFR746836.1.1_0046060.1",1,"molecular_function"
"222","GO:0000166","nucleotide binding","CHAFR746836.1.1_0101980.1",1,"molecular_function"
"223","GO:0000166","nucleotide binding","CHAFR746836.1.1_0002430.1",1,"molecular_function"
"224","GO:0000166","nucleotide binding","CHAFR746836.1.1_0101790.1",1,"molecular_function"
"225","GO:0000166","nucleotide binding","CHAFR746836.1.1_0027830.1",1,"molecular_function"
"226","GO:0000166","nucleotide binding","CHAFR746836.1.1_0025480.1",1,"molecular_function"
"227","GO:0000166","nucleotide binding","CHAFR746836.1.1_0035750.1",1,"molecular_function"
"228","GO:0000166","nucleotide binding","CHAFR746836.1.1_0062870.1",1,"molecular_function"
"229","GO:0000166","nucleotide binding","CHAFR746836.1.1_0009600.1",1,"molecular_function"
"230","GO:0000166","nucleotide binding","CHAFR746836.1.1_0022230.1",1,"molecular_function"
"231","GO:0000166","nucleotide binding","CHAFR746836.1.1_0036880.1",1,"molecular_function"
"232","GO:0000166","nucleotide binding","CHAFR746836.1.1_0076080.1",1,"molecular_function"
"233","GO:0000166","nucleotide binding","CHAFR746836.1.1_0036040.1",1,"molecular_function"
"234","GO:0000166","nucleotide binding","CHAFR746836.1.1_0004370.1",1,"molecular_function"
"235","GO:0000166","nucleotide binding","CHAFR746836.1.1_0020790.1",1,"molecular_function"
"236","GO:0000166","nucleotide binding","CHAFR746836.1.1_0064660.1",1,"molecular_function"
"237","GO:0000166","nucleotide binding","CHAFR746836.1.1_0073130.1",1,"molecular_function"
"238","GO:0000166","nucleotide binding","CHAFR746836.1.1_0037090.1",1,"molecular_function"
"239","GO:0000166","nucleotide binding","CHAFR746836.1.1_0057600.1",1,"molecular_function"
"240","GO:0000166","nucleotide binding","CHAFR746836.1.1_0024580.1",1,"molecular_function"
"241","GO:0000166","nucleotide binding","CHAFR746836.1.1_0054750.2",1,"molecular_function"
"242","GO:0000166","nucleotide binding","CHAFR746836.1.1_0009400.1",1,"molecular_function"
"243","GO:0000166","nucleotide binding","CHAFR746836.1.1_0000440.1",1,"molecular_function"
"244","GO:0000166","nucleotide binding","CHAFR746836.1.1_0052130.1",1,"molecular_function"
"245","GO:0000166","nucleotide binding","CHAFR746836.1.1_0020970.1",1,"molecular_function"
"246","GO:0000166","nucleotide binding","CHAFR746836.1.1_0077450.1",1,"molecular_function"
"247","GO:0000166","nucleotide binding","CHAFR746836.1.1_0053830.1",1,"molecular_function"
"248","GO:0000166","nucleotide binding","CHAFR746836.1.1_0019080.1",1,"molecular_function"
"249","GO:0000166","nucleotide binding","CHAFR746836.1.1_0049840.1",1,"molecular_function"
"250","GO:0000166","nucleotide binding","CHAFR746836.1.1_0033230.4",1,"molecular_function"
"251","GO:0000166","nucleotide binding","CHAFR746836.1.1_0015070.1",1,"molecular_function"
"252","GO:0000166","nucleotide binding","CHAFR746836.1.1_0025960.1",1,"molecular_function"
"253","GO:0000166","nucleotide binding","CHAFR746836.1.1_0044770.1",1,"molecular_function"
"254","GO:0000166","nucleotide binding","CHAFR746836.1.1_0064570.1",1,"molecular_function"
"255","GO:0000166","nucleotide binding","CHAFR746836.1.1_0002810.1",1,"molecular_function"
"256","GO:0000166","nucleotide binding","CHAFR746836.1.1_0099040.1",1,"molecular_function"
"257","GO:0000166","nucleotide binding","CHAFR746836.1.1_0098930.1",1,"molecular_function"
"258","GO:0000166","nucleotide binding","CHAFR746836.1.1_0033230.1",1,"molecular_function"
"259","GO:0000166","nucleotide binding","CHAFR746836.1.1_0055740.1",1,"molecular_function"
"260","GO:0000166","nucleotide binding","CHAFR746836.1.1_0084120.1",1,"molecular_function"
"261","GO:0000166","nucleotide binding","CHAFR746836.1.1_0097670.1",1,"molecular_function"
"262","GO:0000166","nucleotide binding","CHAFR746836.1.1_0073750.1",1,"molecular_function"
"263","GO:0000166","nucleotide binding","CHAFR746836.1.1_0065070.1",1,"molecular_function"
"264","GO:0000166","nucleotide binding","CHAFR746836.1.1_0010140.1",1,"molecular_function"
"265","GO:0000166","nucleotide binding","CHAFR746836.1.1_0050390.1",1,"molecular_function"
"266","GO:0000166","nucleotide binding","CHAFR746836.1.1_0063520.1",1,"molecular_function"
"267","GO:0000166","nucleotide binding","CHAFR746836.1.1_0070550.1",1,"molecular_function"
"268","GO:0000166","nucleotide binding","CHAFR746836.1.1_0077800.1",1,"molecular_function"
"269","GO:0000166","nucleotide binding","CHAFR746836.1.1_0051030.1",1,"molecular_function"
"270","GO:0000166","nucleotide binding","CHAFR746836.1.1_0038520.1",1,"molecular_function"
"271","GO:0000166","nucleotide binding","CHAFR746836.1.1_0081460.1",1,"molecular_function"
"272","GO:0000166","nucleotide binding","CHAFR746836.1.1_0051240.1",1,"molecular_function"
"273","GO:0000166","nucleotide binding","CHAFR746836.1.1_0020340.1",1,"molecular_function"
"274","GO:0000166","nucleotide binding","CHAFR746836.1.1_0020340.2",1,"molecular_function"
"275","GO:0000166","nucleotide binding","CHAFR746836.1.1_0069700.1",1,"molecular_function"
"276","GO:0000166","nucleotide binding","CHAFR746836.1.1_0066410.1",1,"molecular_function"
"277","GO:0000166","nucleotide binding","CHAFR746836.1.1_0012010.1",1,"molecular_function"
"278","GO:0000166","nucleotide binding","CHAFR746836.1.1_0009960.1",1,"molecular_function"
"279","GO:0000166","nucleotide binding","CHAFR746836.1.1_0017370.1",1,"molecular_function"
"280","GO:0000166","nucleotide binding","CHAFR746836.1.1_0064200.1",1,"molecular_function"
"281","GO:0000166","nucleotide binding","CHAFR746836.1.1_0088530.1",1,"molecular_function"
"282","GO:0000166","nucleotide binding","CHAFR746836.1.1_0100100.1",1,"molecular_function"
"283","GO:0000166","nucleotide binding","CHAFR746836.1.1_0091450.1",1,"molecular_function"
"284","GO:0000166","nucleotide binding","CHAFR746836.1.1_0012740.1",1,"molecular_function"
"285","GO:0000166","nucleotide binding","CHAFR746836.1.1_0096030.1",1,"molecular_function"
"286","GO:0000166","nucleotide binding","CHAFR746836.1.1_0030190.1",1,"molecular_function"
"287","GO:0000166","nucleotide binding","CHAFR746836.1.1_0004720.1",1,"molecular_function"
